WKT;no
POLYGON ((140 28.6666666666667,140 29.3333333333333,141 29.3333333333333,141 28.6666666666667,140 28.6666666666667));4340
POLYGON ((141 28.6666666666667,141 29.3333333333333,142 29.3333333333333,142 28.6666666666667,141 28.6666666666667));4341
POLYGON ((142 28.6666666666667,142 29.3333333333333,143 29.3333333333333,143 28.6666666666667,142 28.6666666666667));4342
POLYGON ((143 28.6666666666667,143 29.3333333333333,144 29.3333333333333,144 28.6666666666667,143 28.6666666666667));4343
POLYGON ((144 28.6666666666667,144 29.3333333333333,145 29.3333333333333,145 28.6666666666667,144 28.6666666666667));4344
POLYGON ((145 28.6666666666667,145 29.3333333333333,146 29.3333333333333,146 28.6666666666667,145 28.6666666666667));4345
POLYGON ((146 28.6666666666667,146 29.3333333333333,147 29.3333333333333,147 28.6666666666667,146 28.6666666666667));4346
POLYGON ((147 28.6666666666667,147 29.3333333333333,148 29.3333333333333,148 28.6666666666667,147 28.6666666666667));4347
POLYGON ((148 28.6666666666667,148 29.3333333333333,149 29.3333333333333,149 28.6666666666667,148 28.6666666666667));4348
POLYGON ((149 28.6666666666667,149 29.3333333333333,150 29.3333333333333,150 28.6666666666667,149 28.6666666666667));4349
POLYGON ((150 28.6666666666667,150 29.3333333333333,151 29.3333333333333,151 28.6666666666667,150 28.6666666666667));4350
POLYGON ((151 28.6666666666667,151 29.3333333333333,152 29.3333333333333,152 28.6666666666667,151 28.6666666666667));4351
POLYGON ((152 28.6666666666667,152 29.3333333333333,153 29.3333333333333,153 28.6666666666667,152 28.6666666666667));4352
POLYGON ((153 28.6666666666667,153 29.3333333333333,154 29.3333333333333,154 28.6666666666667,153 28.6666666666667));4353
POLYGON ((154 28.6666666666667,154 29.3333333333333,,,154 28.6666666666667));4354
POLYGON ((122 28,122 28.6666666666667,123 28.6666666666667,123 28,122 28));4222
POLYGON ((123 28,123 28.6666666666667,124 28.6666666666667,124 28,123 28));4223
POLYGON ((124 28,124 28.6666666666667,125 28.6666666666667,125 28,124 28));4224
POLYGON ((125 28,125 28.6666666666667,126 28.6666666666667,126 28,125 28));4225
POLYGON ((126 28,126 28.6666666666667,127 28.6666666666667,127 28,126 28));4226
POLYGON ((127 28,127 28.6666666666667,128 28.6666666666667,128 28,127 28));4227
POLYGON ((128 28,128 28.6666666666667,129 28.6666666666667,129 28,128 28));4228
POLYGON ((129 28,129 28.6666666666667,130 28.6666666666667,130 28,129 28));4229
POLYGON ((130 28,130 28.6666666666667,131 28.6666666666667,131 28,130 28));4230
POLYGON ((131 28,131 28.6666666666667,132 28.6666666666667,132 28,131 28));4231
POLYGON ((132 28,132 28.6666666666667,133 28.6666666666667,133 28,132 28));4232
POLYGON ((133 28,133 28.6666666666667,134 28.6666666666667,134 28,133 28));4233
POLYGON ((134 28,134 28.6666666666667,135 28.6666666666667,135 28,134 28));4234
POLYGON ((135 28,135 28.6666666666667,136 28.6666666666667,136 28,135 28));4235
POLYGON ((136 28,136 28.6666666666667,137 28.6666666666667,137 28,136 28));4236
POLYGON ((137 28,137 28.6666666666667,138 28.6666666666667,138 28,137 28));4237
POLYGON ((138 28,138 28.6666666666667,139 28.6666666666667,139 28,138 28));4238
POLYGON ((139 28,139 28.6666666666667,140 28.6666666666667,140 28,139 28));4239
POLYGON ((140 28,140 28.6666666666667,141 28.6666666666667,141 28,140 28));4240
POLYGON ((141 28,141 28.6666666666667,142 28.6666666666667,142 28,141 28));4241
POLYGON ((142 28,142 28.6666666666667,143 28.6666666666667,143 28,142 28));4242
POLYGON ((143 28,143 28.6666666666667,144 28.6666666666667,144 28,143 28));4243
POLYGON ((144 28,144 28.6666666666667,145 28.6666666666667,145 28,144 28));4244
POLYGON ((145 28,145 28.6666666666667,146 28.6666666666667,146 28,145 28));4245
POLYGON ((146 28,146 28.6666666666667,147 28.6666666666667,147 28,146 28));4246
POLYGON ((147 28,147 28.6666666666667,148 28.6666666666667,148 28,147 28));4247
POLYGON ((148 28,148 28.6666666666667,149 28.6666666666667,149 28,148 28));4248
POLYGON ((149 28,149 28.6666666666667,150 28.6666666666667,150 28,149 28));4249
POLYGON ((150 28,150 28.6666666666667,151 28.6666666666667,151 28,150 28));4250
POLYGON ((151 28,151 28.6666666666667,152 28.6666666666667,152 28,151 28));4251
POLYGON ((152 28,152 28.6666666666667,153 28.6666666666667,153 28,152 28));4252
POLYGON ((153 28,153 28.6666666666667,154 28.6666666666667,154 28,153 28));4253
POLYGON ((154 28,154 28.6666666666667,,,154 28));4254
POLYGON ((122 27.3333333333333,122 28,123 28,123 27.3333333333333,122 27.3333333333333));4122
POLYGON ((123 27.3333333333333,123 28,124 28,124 27.3333333333333,123 27.3333333333333));4123
POLYGON ((124 27.3333333333333,124 28,125 28,125 27.3333333333333,124 27.3333333333333));4124
POLYGON ((125 27.3333333333333,125 28,126 28,126 27.3333333333333,125 27.3333333333333));4125
POLYGON ((126 27.3333333333333,126 28,127 28,127 27.3333333333333,126 27.3333333333333));4126
POLYGON ((127 27.3333333333333,127 28,128 28,128 27.3333333333333,127 27.3333333333333));4127
POLYGON ((128 27.3333333333333,128 28,129 28,129 27.3333333333333,128 27.3333333333333));4128
POLYGON ((129 27.3333333333333,129 28,130 28,130 27.3333333333333,129 27.3333333333333));4129
POLYGON ((130 27.3333333333333,130 28,131 28,131 27.3333333333333,130 27.3333333333333));4130
POLYGON ((131 27.3333333333333,131 28,132 28,132 27.3333333333333,131 27.3333333333333));4131
POLYGON ((132 27.3333333333333,132 28,133 28,133 27.3333333333333,132 27.3333333333333));4132
POLYGON ((133 27.3333333333333,133 28,134 28,134 27.3333333333333,133 27.3333333333333));4133
POLYGON ((134 27.3333333333333,134 28,135 28,135 27.3333333333333,134 27.3333333333333));4134
POLYGON ((135 27.3333333333333,135 28,136 28,136 27.3333333333333,135 27.3333333333333));4135
POLYGON ((136 27.3333333333333,136 28,137 28,137 27.3333333333333,136 27.3333333333333));4136
POLYGON ((137 27.3333333333333,137 28,138 28,138 27.3333333333333,137 27.3333333333333));4137
POLYGON ((138 27.3333333333333,138 28,139 28,139 27.3333333333333,138 27.3333333333333));4138
POLYGON ((139 27.3333333333333,139 28,140 28,140 27.3333333333333,139 27.3333333333333));4139
POLYGON ((140 27.3333333333333,140 28,141 28,141 27.3333333333333,140 27.3333333333333));4140
POLYGON ((141 27.3333333333333,141 28,142 28,142 27.3333333333333,141 27.3333333333333));4141
POLYGON ((142 27.3333333333333,142 28,143 28,143 27.3333333333333,142 27.3333333333333));4142
POLYGON ((143 27.3333333333333,143 28,144 28,144 27.3333333333333,143 27.3333333333333));4143
POLYGON ((144 27.3333333333333,144 28,145 28,145 27.3333333333333,144 27.3333333333333));4144
POLYGON ((145 27.3333333333333,145 28,146 28,146 27.3333333333333,145 27.3333333333333));4145
POLYGON ((146 27.3333333333333,146 28,147 28,147 27.3333333333333,146 27.3333333333333));4146
POLYGON ((147 27.3333333333333,147 28,148 28,148 27.3333333333333,147 27.3333333333333));4147
POLYGON ((148 27.3333333333333,148 28,149 28,149 27.3333333333333,148 27.3333333333333));4148
POLYGON ((149 27.3333333333333,149 28,150 28,150 27.3333333333333,149 27.3333333333333));4149
POLYGON ((150 27.3333333333333,150 28,151 28,151 27.3333333333333,150 27.3333333333333));4150
POLYGON ((151 27.3333333333333,151 28,152 28,152 27.3333333333333,151 27.3333333333333));4151
POLYGON ((152 27.3333333333333,152 28,153 28,153 27.3333333333333,152 27.3333333333333));4152
POLYGON ((153 27.3333333333333,153 28,154 28,154 27.3333333333333,153 27.3333333333333));4153
POLYGON ((154 27.3333333333333,154 28,,,154 27.3333333333333));4154
POLYGON ((122 26.6666666666667,122 27.3333333333333,123 27.3333333333333,123 26.6666666666667,122 26.6666666666667));4022
POLYGON ((123 26.6666666666667,123 27.3333333333333,124 27.3333333333333,124 26.6666666666667,123 26.6666666666667));4023
POLYGON ((124 26.6666666666667,124 27.3333333333333,125 27.3333333333333,125 26.6666666666667,124 26.6666666666667));4024
POLYGON ((125 26.6666666666667,125 27.3333333333333,126 27.3333333333333,126 26.6666666666667,125 26.6666666666667));4025
POLYGON ((126 26.6666666666667,126 27.3333333333333,127 27.3333333333333,127 26.6666666666667,126 26.6666666666667));4026
POLYGON ((127 26.6666666666667,127 27.3333333333333,128 27.3333333333333,128 26.6666666666667,127 26.6666666666667));4027
POLYGON ((128 26.6666666666667,128 27.3333333333333,129 27.3333333333333,129 26.6666666666667,128 26.6666666666667));4028
POLYGON ((129 26.6666666666667,129 27.3333333333333,130 27.3333333333333,130 26.6666666666667,129 26.6666666666667));4029
POLYGON ((130 26.6666666666667,130 27.3333333333333,131 27.3333333333333,131 26.6666666666667,130 26.6666666666667));4030
POLYGON ((131 26.6666666666667,131 27.3333333333333,132 27.3333333333333,132 26.6666666666667,131 26.6666666666667));4031
POLYGON ((132 26.6666666666667,132 27.3333333333333,133 27.3333333333333,133 26.6666666666667,132 26.6666666666667));4032
POLYGON ((133 26.6666666666667,133 27.3333333333333,134 27.3333333333333,134 26.6666666666667,133 26.6666666666667));4033
POLYGON ((134 26.6666666666667,134 27.3333333333333,135 27.3333333333333,135 26.6666666666667,134 26.6666666666667));4034
POLYGON ((135 26.6666666666667,135 27.3333333333333,136 27.3333333333333,136 26.6666666666667,135 26.6666666666667));4035
POLYGON ((136 26.6666666666667,136 27.3333333333333,137 27.3333333333333,137 26.6666666666667,136 26.6666666666667));4036
POLYGON ((137 26.6666666666667,137 27.3333333333333,138 27.3333333333333,138 26.6666666666667,137 26.6666666666667));4037
POLYGON ((138 26.6666666666667,138 27.3333333333333,139 27.3333333333333,139 26.6666666666667,138 26.6666666666667));4038
POLYGON ((139 26.6666666666667,139 27.3333333333333,140 27.3333333333333,140 26.6666666666667,139 26.6666666666667));4039
POLYGON ((140 26.6666666666667,140 27.3333333333333,141 27.3333333333333,141 26.6666666666667,140 26.6666666666667));4040
POLYGON ((141 26.6666666666667,141 27.3333333333333,142 27.3333333333333,142 26.6666666666667,141 26.6666666666667));4041
POLYGON ((142 26.6666666666667,142 27.3333333333333,143 27.3333333333333,143 26.6666666666667,142 26.6666666666667));4042
POLYGON ((143 26.6666666666667,143 27.3333333333333,144 27.3333333333333,144 26.6666666666667,143 26.6666666666667));4043
POLYGON ((144 26.6666666666667,144 27.3333333333333,145 27.3333333333333,145 26.6666666666667,144 26.6666666666667));4044
POLYGON ((145 26.6666666666667,145 27.3333333333333,146 27.3333333333333,146 26.6666666666667,145 26.6666666666667));4045
POLYGON ((146 26.6666666666667,146 27.3333333333333,147 27.3333333333333,147 26.6666666666667,146 26.6666666666667));4046
POLYGON ((147 26.6666666666667,147 27.3333333333333,148 27.3333333333333,148 26.6666666666667,147 26.6666666666667));4047
POLYGON ((148 26.6666666666667,148 27.3333333333333,149 27.3333333333333,149 26.6666666666667,148 26.6666666666667));4048
POLYGON ((149 26.6666666666667,149 27.3333333333333,150 27.3333333333333,150 26.6666666666667,149 26.6666666666667));4049
POLYGON ((150 26.6666666666667,150 27.3333333333333,151 27.3333333333333,151 26.6666666666667,150 26.6666666666667));4050
POLYGON ((151 26.6666666666667,151 27.3333333333333,152 27.3333333333333,152 26.6666666666667,151 26.6666666666667));4051
POLYGON ((152 26.6666666666667,152 27.3333333333333,153 27.3333333333333,153 26.6666666666667,152 26.6666666666667));4052
POLYGON ((153 26.6666666666667,153 27.3333333333333,154 27.3333333333333,154 26.6666666666667,153 26.6666666666667));4053
POLYGON ((154 26.6666666666667,154 27.3333333333333,,,154 26.6666666666667));4054
POLYGON ((122 26,122 26.6666666666667,123 26.6666666666667,123 26,122 26));3922
POLYGON ((123 26,123 26.6666666666667,124 26.6666666666667,124 26,123 26));3923
POLYGON ((124 26,124 26.6666666666667,125 26.6666666666667,125 26,124 26));3924
POLYGON ((125 26,125 26.6666666666667,126 26.6666666666667,126 26,125 26));3925
POLYGON ((126 26,126 26.6666666666667,127 26.6666666666667,127 26,126 26));3926
POLYGON ((127 26,127 26.6666666666667,128 26.6666666666667,128 26,127 26));3927
POLYGON ((128 26,128 26.6666666666667,129 26.6666666666667,129 26,128 26));3928
POLYGON ((129 26,129 26.6666666666667,130 26.6666666666667,130 26,129 26));3929
POLYGON ((130 26,130 26.6666666666667,131 26.6666666666667,131 26,130 26));3930
POLYGON ((131 26,131 26.6666666666667,132 26.6666666666667,132 26,131 26));3931
POLYGON ((132 26,132 26.6666666666667,133 26.6666666666667,133 26,132 26));3932
POLYGON ((133 26,133 26.6666666666667,134 26.6666666666667,134 26,133 26));3933
POLYGON ((134 26,134 26.6666666666667,135 26.6666666666667,135 26,134 26));3934
POLYGON ((135 26,135 26.6666666666667,136 26.6666666666667,136 26,135 26));3935
POLYGON ((136 26,136 26.6666666666667,137 26.6666666666667,137 26,136 26));3936
POLYGON ((137 26,137 26.6666666666667,138 26.6666666666667,138 26,137 26));3937
POLYGON ((138 26,138 26.6666666666667,139 26.6666666666667,139 26,138 26));3938
POLYGON ((139 26,139 26.6666666666667,140 26.6666666666667,140 26,139 26));3939
POLYGON ((140 26,140 26.6666666666667,141 26.6666666666667,141 26,140 26));3940
POLYGON ((141 26,141 26.6666666666667,142 26.6666666666667,142 26,141 26));3941
POLYGON ((142 26,142 26.6666666666667,143 26.6666666666667,143 26,142 26));3942
POLYGON ((143 26,143 26.6666666666667,144 26.6666666666667,144 26,143 26));3943
POLYGON ((144 26,144 26.6666666666667,145 26.6666666666667,145 26,144 26));3944
POLYGON ((145 26,145 26.6666666666667,146 26.6666666666667,146 26,145 26));3945
POLYGON ((146 26,146 26.6666666666667,147 26.6666666666667,147 26,146 26));3946
POLYGON ((147 26,147 26.6666666666667,148 26.6666666666667,148 26,147 26));3947
POLYGON ((148 26,148 26.6666666666667,149 26.6666666666667,149 26,148 26));3948
POLYGON ((149 26,149 26.6666666666667,150 26.6666666666667,150 26,149 26));3949
POLYGON ((150 26,150 26.6666666666667,151 26.6666666666667,151 26,150 26));3950
POLYGON ((151 26,151 26.6666666666667,152 26.6666666666667,152 26,151 26));3951
POLYGON ((152 26,152 26.6666666666667,153 26.6666666666667,153 26,152 26));3952
POLYGON ((153 26,153 26.6666666666667,154 26.6666666666667,154 26,153 26));3953
POLYGON ((154 26,154 26.6666666666667,,,154 26));3954
POLYGON ((122 25.3333333333333,122 26,123 26,123 25.3333333333333,122 25.3333333333333));3822
POLYGON ((123 25.3333333333333,123 26,124 26,124 25.3333333333333,123 25.3333333333333));3823
POLYGON ((124 25.3333333333333,124 26,125 26,125 25.3333333333333,124 25.3333333333333));3824
POLYGON ((125 25.3333333333333,125 26,126 26,126 25.3333333333333,125 25.3333333333333));3825
POLYGON ((126 25.3333333333333,126 26,127 26,127 25.3333333333333,126 25.3333333333333));3826
POLYGON ((127 25.3333333333333,127 26,128 26,128 25.3333333333333,127 25.3333333333333));3827
POLYGON ((128 25.3333333333333,128 26,129 26,129 25.3333333333333,128 25.3333333333333));3828
POLYGON ((129 25.3333333333333,129 26,130 26,130 25.3333333333333,129 25.3333333333333));3829
POLYGON ((130 25.3333333333333,130 26,131 26,131 25.3333333333333,130 25.3333333333333));3830
POLYGON ((131 25.3333333333333,131 26,132 26,132 25.3333333333333,131 25.3333333333333));3831
POLYGON ((132 25.3333333333333,132 26,133 26,133 25.3333333333333,132 25.3333333333333));3832
POLYGON ((133 25.3333333333333,133 26,134 26,134 25.3333333333333,133 25.3333333333333));3833
POLYGON ((134 25.3333333333333,134 26,135 26,135 25.3333333333333,134 25.3333333333333));3834
POLYGON ((135 25.3333333333333,135 26,136 26,136 25.3333333333333,135 25.3333333333333));3835
POLYGON ((136 25.3333333333333,136 26,137 26,137 25.3333333333333,136 25.3333333333333));3836
POLYGON ((137 25.3333333333333,137 26,138 26,138 25.3333333333333,137 25.3333333333333));3837
POLYGON ((138 25.3333333333333,138 26,139 26,139 25.3333333333333,138 25.3333333333333));3838
POLYGON ((139 25.3333333333333,139 26,140 26,140 25.3333333333333,139 25.3333333333333));3839
POLYGON ((140 25.3333333333333,140 26,141 26,141 25.3333333333333,140 25.3333333333333));3840
POLYGON ((141 25.3333333333333,141 26,142 26,142 25.3333333333333,141 25.3333333333333));3841
POLYGON ((142 25.3333333333333,142 26,143 26,143 25.3333333333333,142 25.3333333333333));3842
POLYGON ((143 25.3333333333333,143 26,144 26,144 25.3333333333333,143 25.3333333333333));3843
POLYGON ((144 25.3333333333333,144 26,145 26,145 25.3333333333333,144 25.3333333333333));3844
POLYGON ((145 25.3333333333333,145 26,146 26,146 25.3333333333333,145 25.3333333333333));3845
POLYGON ((146 25.3333333333333,146 26,147 26,147 25.3333333333333,146 25.3333333333333));3846
POLYGON ((147 25.3333333333333,147 26,148 26,148 25.3333333333333,147 25.3333333333333));3847
POLYGON ((148 25.3333333333333,148 26,149 26,149 25.3333333333333,148 25.3333333333333));3848
POLYGON ((149 25.3333333333333,149 26,150 26,150 25.3333333333333,149 25.3333333333333));3849
POLYGON ((150 25.3333333333333,150 26,151 26,151 25.3333333333333,150 25.3333333333333));3850
POLYGON ((151 25.3333333333333,151 26,152 26,152 25.3333333333333,151 25.3333333333333));3851
POLYGON ((152 25.3333333333333,152 26,153 26,153 25.3333333333333,152 25.3333333333333));3852
POLYGON ((153 25.3333333333333,153 26,154 26,154 25.3333333333333,153 25.3333333333333));3853
POLYGON ((154 25.3333333333333,154 26,,,154 25.3333333333333));3854
POLYGON ((122 24.6666666666667,122 25.3333333333333,123 25.3333333333333,123 24.6666666666667,122 24.6666666666667));3722
POLYGON ((123 24.6666666666667,123 25.3333333333333,124 25.3333333333333,124 24.6666666666667,123 24.6666666666667));3723
POLYGON ((124 24.6666666666667,124 25.3333333333333,125 25.3333333333333,125 24.6666666666667,124 24.6666666666667));3724
POLYGON ((125 24.6666666666667,125 25.3333333333333,126 25.3333333333333,126 24.6666666666667,125 24.6666666666667));3725
POLYGON ((126 24.6666666666667,126 25.3333333333333,127 25.3333333333333,127 24.6666666666667,126 24.6666666666667));3726
POLYGON ((127 24.6666666666667,127 25.3333333333333,128 25.3333333333333,128 24.6666666666667,127 24.6666666666667));3727
POLYGON ((128 24.6666666666667,128 25.3333333333333,129 25.3333333333333,129 24.6666666666667,128 24.6666666666667));3728
POLYGON ((129 24.6666666666667,129 25.3333333333333,130 25.3333333333333,130 24.6666666666667,129 24.6666666666667));3729
POLYGON ((130 24.6666666666667,130 25.3333333333333,131 25.3333333333333,131 24.6666666666667,130 24.6666666666667));3730
POLYGON ((131 24.6666666666667,131 25.3333333333333,132 25.3333333333333,132 24.6666666666667,131 24.6666666666667));3731
POLYGON ((132 24.6666666666667,132 25.3333333333333,133 25.3333333333333,133 24.6666666666667,132 24.6666666666667));3732
POLYGON ((133 24.6666666666667,133 25.3333333333333,134 25.3333333333333,134 24.6666666666667,133 24.6666666666667));3733
POLYGON ((134 24.6666666666667,134 25.3333333333333,135 25.3333333333333,135 24.6666666666667,134 24.6666666666667));3734
POLYGON ((135 24.6666666666667,135 25.3333333333333,136 25.3333333333333,136 24.6666666666667,135 24.6666666666667));3735
POLYGON ((136 24.6666666666667,136 25.3333333333333,137 25.3333333333333,137 24.6666666666667,136 24.6666666666667));3736
POLYGON ((137 24.6666666666667,137 25.3333333333333,138 25.3333333333333,138 24.6666666666667,137 24.6666666666667));3737
POLYGON ((138 24.6666666666667,138 25.3333333333333,139 25.3333333333333,139 24.6666666666667,138 24.6666666666667));3738
POLYGON ((139 24.6666666666667,139 25.3333333333333,140 25.3333333333333,140 24.6666666666667,139 24.6666666666667));3739
POLYGON ((140 24.6666666666667,140 25.3333333333333,141 25.3333333333333,141 24.6666666666667,140 24.6666666666667));3740
POLYGON ((141 24.6666666666667,141 25.3333333333333,142 25.3333333333333,142 24.6666666666667,141 24.6666666666667));3741
POLYGON ((142 24.6666666666667,142 25.3333333333333,143 25.3333333333333,143 24.6666666666667,142 24.6666666666667));3742
POLYGON ((143 24.6666666666667,143 25.3333333333333,144 25.3333333333333,144 24.6666666666667,143 24.6666666666667));3743
POLYGON ((144 24.6666666666667,144 25.3333333333333,145 25.3333333333333,145 24.6666666666667,144 24.6666666666667));3744
POLYGON ((145 24.6666666666667,145 25.3333333333333,146 25.3333333333333,146 24.6666666666667,145 24.6666666666667));3745
POLYGON ((146 24.6666666666667,146 25.3333333333333,147 25.3333333333333,147 24.6666666666667,146 24.6666666666667));3746
POLYGON ((147 24.6666666666667,147 25.3333333333333,148 25.3333333333333,148 24.6666666666667,147 24.6666666666667));3747
POLYGON ((148 24.6666666666667,148 25.3333333333333,149 25.3333333333333,149 24.6666666666667,148 24.6666666666667));3748
POLYGON ((149 24.6666666666667,149 25.3333333333333,150 25.3333333333333,150 24.6666666666667,149 24.6666666666667));3749
POLYGON ((150 24.6666666666667,150 25.3333333333333,151 25.3333333333333,151 24.6666666666667,150 24.6666666666667));3750
POLYGON ((151 24.6666666666667,151 25.3333333333333,152 25.3333333333333,152 24.6666666666667,151 24.6666666666667));3751
POLYGON ((152 24.6666666666667,152 25.3333333333333,153 25.3333333333333,153 24.6666666666667,152 24.6666666666667));3752
POLYGON ((153 24.6666666666667,153 25.3333333333333,154 25.3333333333333,154 24.6666666666667,153 24.6666666666667));3753
POLYGON ((154 24.6666666666667,154 25.3333333333333,,,154 24.6666666666667));3754
POLYGON ((122 24,122 24.6666666666667,123 24.6666666666667,123 24,122 24));3622
POLYGON ((123 24,123 24.6666666666667,124 24.6666666666667,124 24,123 24));3623
POLYGON ((124 24,124 24.6666666666667,125 24.6666666666667,125 24,124 24));3624
POLYGON ((125 24,125 24.6666666666667,126 24.6666666666667,126 24,125 24));3625
POLYGON ((126 24,126 24.6666666666667,127 24.6666666666667,127 24,126 24));3626
POLYGON ((127 24,127 24.6666666666667,128 24.6666666666667,128 24,127 24));3627
POLYGON ((128 24,128 24.6666666666667,129 24.6666666666667,129 24,128 24));3628
POLYGON ((129 24,129 24.6666666666667,130 24.6666666666667,130 24,129 24));3629
POLYGON ((130 24,130 24.6666666666667,131 24.6666666666667,131 24,130 24));3630
POLYGON ((131 24,131 24.6666666666667,132 24.6666666666667,132 24,131 24));3631
POLYGON ((132 24,132 24.6666666666667,133 24.6666666666667,133 24,132 24));3632
POLYGON ((133 24,133 24.6666666666667,134 24.6666666666667,134 24,133 24));3633
POLYGON ((134 24,134 24.6666666666667,135 24.6666666666667,135 24,134 24));3634
POLYGON ((135 24,135 24.6666666666667,136 24.6666666666667,136 24,135 24));3635
POLYGON ((136 24,136 24.6666666666667,137 24.6666666666667,137 24,136 24));3636
POLYGON ((137 24,137 24.6666666666667,138 24.6666666666667,138 24,137 24));3637
POLYGON ((138 24,138 24.6666666666667,139 24.6666666666667,139 24,138 24));3638
POLYGON ((139 24,139 24.6666666666667,140 24.6666666666667,140 24,139 24));3639
POLYGON ((140 24,140 24.6666666666667,141 24.6666666666667,141 24,140 24));3640
POLYGON ((141 24,141 24.6666666666667,142 24.6666666666667,142 24,141 24));3641
POLYGON ((142 24,142 24.6666666666667,143 24.6666666666667,143 24,142 24));3642
POLYGON ((143 24,143 24.6666666666667,144 24.6666666666667,144 24,143 24));3643
POLYGON ((144 24,144 24.6666666666667,145 24.6666666666667,145 24,144 24));3644
POLYGON ((145 24,145 24.6666666666667,146 24.6666666666667,146 24,145 24));3645
POLYGON ((146 24,146 24.6666666666667,147 24.6666666666667,147 24,146 24));3646
POLYGON ((147 24,147 24.6666666666667,148 24.6666666666667,148 24,147 24));3647
POLYGON ((148 24,148 24.6666666666667,149 24.6666666666667,149 24,148 24));3648
POLYGON ((149 24,149 24.6666666666667,150 24.6666666666667,150 24,149 24));3649
POLYGON ((150 24,150 24.6666666666667,151 24.6666666666667,151 24,150 24));3650
POLYGON ((151 24,151 24.6666666666667,152 24.6666666666667,152 24,151 24));3651
POLYGON ((152 24,152 24.6666666666667,153 24.6666666666667,153 24,152 24));3652
POLYGON ((153 24,153 24.6666666666667,154 24.6666666666667,154 24,153 24));3653
POLYGON ((154 24,154 24.6666666666667,,,154 24));3654
POLYGON ((122 23.3333333333333,122 24,123 24,123 23.3333333333333,122 23.3333333333333));3522
POLYGON ((123 23.3333333333333,123 24,124 24,124 23.3333333333333,123 23.3333333333333));3523
POLYGON ((124 23.3333333333333,124 24,125 24,125 23.3333333333333,124 23.3333333333333));3524
POLYGON ((125 23.3333333333333,125 24,126 24,126 23.3333333333333,125 23.3333333333333));3525
POLYGON ((126 23.3333333333333,126 24,127 24,127 23.3333333333333,126 23.3333333333333));3526
POLYGON ((127 23.3333333333333,127 24,128 24,128 23.3333333333333,127 23.3333333333333));3527
POLYGON ((128 23.3333333333333,128 24,129 24,129 23.3333333333333,128 23.3333333333333));3528
POLYGON ((129 23.3333333333333,129 24,130 24,130 23.3333333333333,129 23.3333333333333));3529
POLYGON ((130 23.3333333333333,130 24,131 24,131 23.3333333333333,130 23.3333333333333));3530
POLYGON ((131 23.3333333333333,131 24,132 24,132 23.3333333333333,131 23.3333333333333));3531
POLYGON ((132 23.3333333333333,132 24,133 24,133 23.3333333333333,132 23.3333333333333));3532
POLYGON ((133 23.3333333333333,133 24,134 24,134 23.3333333333333,133 23.3333333333333));3533
POLYGON ((134 23.3333333333333,134 24,135 24,135 23.3333333333333,134 23.3333333333333));3534
POLYGON ((135 23.3333333333333,135 24,136 24,136 23.3333333333333,135 23.3333333333333));3535
POLYGON ((136 23.3333333333333,136 24,137 24,137 23.3333333333333,136 23.3333333333333));3536
POLYGON ((137 23.3333333333333,137 24,138 24,138 23.3333333333333,137 23.3333333333333));3537
POLYGON ((138 23.3333333333333,138 24,139 24,139 23.3333333333333,138 23.3333333333333));3538
POLYGON ((139 23.3333333333333,139 24,140 24,140 23.3333333333333,139 23.3333333333333));3539
POLYGON ((140 23.3333333333333,140 24,141 24,141 23.3333333333333,140 23.3333333333333));3540
POLYGON ((141 23.3333333333333,141 24,142 24,142 23.3333333333333,141 23.3333333333333));3541
POLYGON ((142 23.3333333333333,142 24,143 24,143 23.3333333333333,142 23.3333333333333));3542
POLYGON ((143 23.3333333333333,143 24,144 24,144 23.3333333333333,143 23.3333333333333));3543
POLYGON ((144 23.3333333333333,144 24,145 24,145 23.3333333333333,144 23.3333333333333));3544
POLYGON ((145 23.3333333333333,145 24,146 24,146 23.3333333333333,145 23.3333333333333));3545
POLYGON ((146 23.3333333333333,146 24,147 24,147 23.3333333333333,146 23.3333333333333));3546
POLYGON ((147 23.3333333333333,147 24,148 24,148 23.3333333333333,147 23.3333333333333));3547
POLYGON ((148 23.3333333333333,148 24,149 24,149 23.3333333333333,148 23.3333333333333));3548
POLYGON ((149 23.3333333333333,149 24,150 24,150 23.3333333333333,149 23.3333333333333));3549
POLYGON ((150 23.3333333333333,150 24,151 24,151 23.3333333333333,150 23.3333333333333));3550
POLYGON ((151 23.3333333333333,151 24,152 24,152 23.3333333333333,151 23.3333333333333));3551
POLYGON ((152 23.3333333333333,152 24,153 24,153 23.3333333333333,152 23.3333333333333));3552
POLYGON ((153 23.3333333333333,153 24,154 24,154 23.3333333333333,153 23.3333333333333));3553
POLYGON ((154 23.3333333333333,154 24,,,154 23.3333333333333));3554
POLYGON ((122 22.6666666666667,122 23.3333333333333,123 23.3333333333333,123 22.6666666666667,122 22.6666666666667));3422
POLYGON ((123 22.6666666666667,123 23.3333333333333,124 23.3333333333333,124 22.6666666666667,123 22.6666666666667));3423
POLYGON ((124 22.6666666666667,124 23.3333333333333,125 23.3333333333333,125 22.6666666666667,124 22.6666666666667));3424
POLYGON ((125 22.6666666666667,125 23.3333333333333,126 23.3333333333333,126 22.6666666666667,125 22.6666666666667));3425
POLYGON ((126 22.6666666666667,126 23.3333333333333,127 23.3333333333333,127 22.6666666666667,126 22.6666666666667));3426
